Site Name,Current WAN1,Future WAN1,WAN1 Change,Current WAN2,Future WAN2,WAN2 Change,Fix Type
GAA 32,nComcast Workplace n (500.0M x 30.0M),Comcast Workplace (500.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAA 34,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAA 35,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAA 36,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAA 37,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nComcast Workplace n (300.0M x 25.0M),Comcast Workplace (300.0M x 25.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAA 38,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nEB2-Hargray Cable n (300.0M x 300.0M),EB2-Hargray Cable (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAA 39,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAA 41,(empty),(empty),,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix
GAA 42,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAA 44,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,nEB2-Windstream Fiber n (500.0M x 500.0M),EB2-Windstream Fiber (500.0M x 500.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAA W00,nAT&T Broadband II n (300.0M x 30.0M),AT&T Broadband II (300.0M x 30.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAE 01,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nEB2-Hargray Cable n (300.0M x 300.0M),EB2-Hargray Cable (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAE 02,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAE 03,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
GAS 01,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nMediacom Communications Corporation n (1000.0M x 30.0M),Mediacom Communications Corporation (1000.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
HPL_00,nThis is a one man office for Todd Richards. n (),This is a one man office for Todd Richards. (),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
IAC 01,nMediacom Communications Corporation n (1000.0M x 30.0M),Mediacom Communications Corporation (1000.0M x 30.0M),✓ CHANGED,nEB2-Lumen DSL n (140.0M x 20.0M),EB2-Lumen DSL (140.0M x 20.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IAC 02,nMediacom Communications Corporation n (1000.0M x 30.0M),Mediacom Communications Corporation (1000.0M x 30.0M),✓ CHANGED,nImOn Communications n (100.0M x 100.0M),ImOn Communications (100.0M x 100.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IAD 01,nMediacom Communications Corporation n (1000.0M x 30.0M),Mediacom Communications Corporation (1000.0M x 30.0M),✓ CHANGED,nMetronet n (300.0M x 300.0M),Metronet (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IAD 02,nMetroNet n (1000.0M x 1000.0M),MetroNet (1000.0M x 1000.0M),✓ CHANGED,nMediacom Communications Corporation n (300.0M x 20.0M),Mediacom Communications Corporation (300.0M x 20.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IAD 03,nDSR CLink Fiber n (500.0M x 100.0M),DSR CLink Fiber (500.0M x 100.0M),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
IAF 01,nFort Dodge Fiber n (250.0M x 250.0M),Fort Dodge Fiber (250.0M x 250.0M),✓ CHANGED,nMediacom Communications Corporation n (300.0M x 20.0M),Mediacom Communications Corporation (300.0M x 20.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IAI 01,nMetronet n (300.0M x 300.0M),Metronet (300.0M x 300.0M),✓ CHANGED,nMediacom Communications Corporation n (1000.0M x 30.0M),Mediacom Communications Corporation (1000.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IAN 02,nMediacom Communications Corporation n (1000.0M x 30.0M),Mediacom Communications Corporation (1000.0M x 30.0M),✓ CHANGED,nCenturyLink n (100.0M x 10.0M),CenturyLink (100.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IAN 03,nMediacom Communications Corporation n (300.0M x 20.0M),Mediacom Communications Corporation (300.0M x 20.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
IAQ 01,nDSR Mediacom n (300.0M x 20.0M),DSR Mediacom (300.0M x 20.0M),✓ CHANGED,nComcastAgg CLink DSL n (10.0M x 2.0M),ComcastAgg CLink DSL (10.0M x 2.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IAQ 02,nMediacom Communications Corporation n (1000.0M x 30.0M),Mediacom Communications Corporation (1000.0M x 30.0M),✓ CHANGED,nMetroNet n (300.0M x 300.0M),MetroNet (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IAS 01,nMetroNet n (1000.0M x 1000.0M),MetroNet (1000.0M x 1000.0M),✓ CHANGED,nSparklight n (300.0M x 30.0M),Sparklight (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IDB 01,nCable One n (300.0M x 50.0M),Cable One (300.0M x 50.0M),✓ CHANGED,nEB2-Centurylink DSL n (100.0M x 10.0M),EB2-Centurylink DSL (100.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IDB 03,nEB2-CableOne Cable n (300.0M x 30.0M),EB2-CableOne Cable (300.0M x 30.0M),✓ CHANGED,nEB2-Centurylink DSL n (100.0M x 10.0M),EB2-Centurylink DSL (100.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IDB 04,nEB2-CableOne Cable n (300.0M x 30.0M),EB2-CableOne Cable (300.0M x 30.0M),✓ CHANGED,nCenturyLink Fiber Plus n (500.0M x 500.0M),CenturyLink Fiber Plus (500.0M x 500.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IDB 05,nEB2-CableOne Cable n (300.0M x 30.0M),EB2-CableOne Cable (300.0M x 30.0M),✓ CHANGED,nEB2-Centurylink DSL n (100.0M x 10.0M),EB2-Centurylink DSL (100.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IDB 06,nDirect Communications n (500.0M x 500.0M),Direct Communications (500.0M x 500.0M),✓ CHANGED,nEB2-CableOne Cable n (300.0M x 50.0M),EB2-CableOne Cable (300.0M x 50.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IDB 07,nEB2-CableOne Cable n (300.0M x 30.0M),EB2-CableOne Cable (300.0M x 30.0M),✓ CHANGED,nEB2-Centurylink DSL n (80.0M x 10.0M),EB2-Centurylink DSL (80.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
IDN 01,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nEB2-Ziply Fiber n (500.0M x 500.0M),EB2-Ziply Fiber (500.0M x 500.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC_00,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nAT&T n (300.0M x 300.0M),AT&T (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 01,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 02,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 03,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (300.0M x 25.0M),Comcast Workplace (300.0M x 25.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 04,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcastAgg Comcast n (300.0M x 35.0M),ComcastAgg Comcast (300.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 05,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 06,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 07,nAT&T Broadband II n (1000.0M x 200.0M),AT&T Broadband II (1000.0M x 200.0M),✓ CHANGED,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 08,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 09,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,(empty),(empty),,Provider Name Fix
ILC 11,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 12,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,nVerizon Business (),Verizon Business (),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 13,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 14,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 15,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast (),Comcast (),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 16,nComcast Workplace n (250.0M x 25.0M),Comcast Workplace (250.0M x 25.0M),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 17,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 18,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 19,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 21,nAT&T Broadband II n (1000.0M x 200.0M),AT&T Broadband II (1000.0M x 200.0M),✓ CHANGED,nComcast Workplace n (500.0M x 30.0M),Comcast Workplace (500.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 22,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 24,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 25,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 27,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 28,(empty),(empty),,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix
ILC 29,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 30,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 31,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,Starlink (Satellite),Starlink (Satellite),,Provider Name Fix
ILC 32,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 33,nAT&T Broadband II n (1000.0M x 200.0M),AT&T Broadband II (1000.0M x 200.0M),✓ CHANGED,n- Accelerated (),- Accelerated (),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 34,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nComcast Workplace n (250.0M x 25.0M),Comcast Workplace (250.0M x 25.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILC 35,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILR 01,nComcast n (600.0M x 35.0M),Comcast (600.0M x 35.0M),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
ILR 02,nComcast Workplace n (250.0M x 25.0M),Comcast Workplace (250.0M x 25.0M),✓ CHANGED,Starlink (Satellite),Starlink (Satellite),,Provider Name Fix
ILS 01,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INC 01,(empty),(empty),,nVerizon Business (),Verizon Business (),✓ CHANGED,Provider Name Fix
INC 02,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INC 03,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
INE 02,nAT&T Broadband II n (1000.0M x 200.0M),AT&T Broadband II (1000.0M x 200.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INF 01,(empty),(empty),,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix
INF 02,(empty),(empty),,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix
INF 03,nMetroNet n (1000.0M x 1000.0M),MetroNet (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (300.0M x 25.0M),Comcast Workplace (300.0M x 25.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INF 04,nGTT Ethernet n (200.0M x 200.0M),GTT Ethernet (200.0M x 200.0M),✓ CHANGED,nEB2-Frontier Fiber n (500.0M x 500.0M),EB2-Frontier Fiber (500.0M x 500.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI_00,nDSR Cincinnati Bell ADSL n (400.0M x 200.0M),DSR Cincinnati Bell ADSL (400.0M x 200.0M),✓ CHANGED,nCharter Communications n (600.0M x 35.0M),Charter Communications (600.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI 01,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (500.0M x 30.0M),Comcast Workplace (500.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI 02,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI 03,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI 05,nComcastAgg Comcast n (300.0M x 35.0M),ComcastAgg Comcast (300.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI 07,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nAT&T n (25.0M x 3.0M),AT&T (25.0M x 3.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI 08,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI 09,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI 10,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI 12,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI 13,nComcast Workplace n (300.0M x 25.0M),Comcast Workplace (300.0M x 25.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI 14,(empty),(empty),,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix
INI 15,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INI 16,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INJ 01,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INL 01,nMetroNet n (1000.0M x 1000.0M),MetroNet (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INN 01,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INW 01,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
INW 02,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
INW 03,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KSK_00,nCharter Communications n (600.0M x 35.0M),Charter Communications (600.0M x 35.0M),✓ CHANGED,nAT&T n (300.0M x 300.0M),AT&T (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KSK 01,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KSK 02,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KSK 03,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KSK 04,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KSK 05,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KSL 01,nMidcontinent n (500.0M x 50.0M),Midcontinent (500.0M x 50.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KSM 01,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KSW 01,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KSW 02,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KSW 03,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KYB 01,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KYE 01,nEB2-Windstream Fiber n (200.0M x 200.0M),EB2-Windstream Fiber (200.0M x 200.0M),✓ CHANGED,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
KYL 01,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nSpectrum n (1000.0M x 50.0M),Spectrum (1000.0M x 50.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
