site_name,site_id,circuit_purpose,dsr_provider,dsr_speed,dsr_cost,dsr_ip,meraki_wan1_provider,wan1_ip,wan1_arin_provider,meraki_wan2_provider,wan2_ip,wan2_arin_provider,current_match,normalized_dsr_provider,normalized_wan1_arin,normalized_wan2_arin,wan1_arin_matches_dsr,wan2_arin_matches_dsr
ARO 01,ARO 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,174.76.168.174,AT&T Broadband II,108.252.38.25,AT&T,Cox Business/BOI,174.76.168.174,Cox Communications,WAN2,cox,at&t,cox,No,Yes
ARO 01,ARO 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.252.38.25,AT&T Broadband II,108.252.38.25,AT&T,Cox Business/BOI,174.76.168.174,Cox Communications,WAN1,at&t,at&t,cox,Yes,No
ARO 02,ARO 02,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.187.167.3,AT&T Broadband II,104.3.166.57,AT&T,Cox Business/BOI,98.187.167.3,Cox Communications,WAN2,cox,at&t,cox,No,Yes
ARO 02,ARO 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.3.166.57,AT&T Broadband II,104.3.166.57,AT&T,Cox Business/BOI,98.187.167.3,Cox Communications,WAN1,at&t,at&t,cox,Yes,No
ARO 03,ARO 03,Primary,AT&T Broadband II,500.0M x 100.0M,215.02,104.3.161.209,AT&T Broadband II,104.3.161.209,AT&T,Cox Business/BOI,72.196.88.47,Cox Communications,WAN1,at&t,at&t,cox,Yes,No
ARO 03,ARO 03 -B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,72.196.88.47,AT&T Broadband II,104.3.161.209,AT&T,Cox Business/BOI,72.196.88.47,Cox Communications,WAN2,cox,at&t,cox,No,Yes
ARO 04,ARO 04,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.187.167.138,Cox Business/BOI,98.187.167.138,Cox Communications,AT&T Broadband II,99.3.51.41,AT&T,WAN1,cox,cox,at&t,Yes,No
ARO 04,ARO 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.3.51.41,Cox Business/BOI,98.187.167.138,Cox Communications,AT&T Broadband II,99.3.51.41,AT&T,WAN2,at&t,cox,at&t,No,Yes
ARO 05,ARO 05,Primary,Yelcot Communications,300.0M x 30.0M,225.00,207.66.103.214,Yelcot Communications,207.66.103.214,YELCOT TELEPHONE COMPANY,Ritter Communications,69.195.29.6,Ritter Communications,WAN1,yelcot,yelcot,ritter,Yes,No
ARO 05,ARO 05 -B,Secondary,Ritter Communications,250.0M x 250.0M,199.99,69.195.29.6,Yelcot Communications,207.66.103.214,YELCOT TELEPHONE COMPANY,Ritter Communications,69.195.29.6,Ritter Communications,WAN2,ritter,yelcot,ritter,No,Yes
ARO 06,ARO 06,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.11.64.81,AT&T Broadband II,98.190.16.57,Cox Communications,Cox Business/BOI,192.168.1.77,Private IP,WAN1,at&t,cox,private,No,No
ARO 06,ARO 06- B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,72.196.89.121,AT&T Broadband II,98.190.16.57,Cox Communications,Cox Business/BOI,192.168.1.77,Private IP,WAN2,cox,cox,private,Yes,No
AZC 01,AZC 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.15.189.118,Cox Business/BOI,68.15.189.118,Cox Communications,Digi,192.168.2.125,Private IP,WAN1,cox,cox,private,Yes,No
AZF 01,AZF 01,Primary,CenturyLink Fiber Plus ,500.0M x 500.0M,529.00,72.166.76.98,CenturyLink Fiber Plus ,72.166.76.98,Cox Communications,AT&T Cell,192.168.2.108,Private IP,WAN1,centurylink,cox,private,No,No
AZF 02,AZF 02,Primary,Altice West,500.0M x 50.0M,222.23,NaN,Lightpath ,207.192.240.178,Optimum,Lightpath,24.121.190.245,Optimum,No Match,altice,optimum,optimum,No,No
AZF 02,AZF 02 -B,Secondary,Lightpath ,300.0M x 300.0M,435.00,207.192.240.178,Lightpath ,207.192.240.178,Optimum,Lightpath,24.121.190.245,Optimum,WAN1,lightpath,optimum,optimum,No,No
AZH 01,AZH 01,Primary,Altice West,500.0M x 50.0M,212.77,24.121.227.61,Optimum,24.121.227.61,Optimum,Digi,192.168.2.215,Private IP,No Match,altice,optimum,private,No,No
AZK 01,AZK 01 -B,Secondary,Allo Communications,500.0M x 500.0M,204.00,NaN,Frontier,10.254.254.2,Private IP,Allo Communications,165.171.189.170,Customer Public IP Range at KGM01,WAN2,allo,private,customer,No,No
AZM 01,AZM 01,Primary,Orbitel Communications,300.0M x 20.0M,199.95,208.90.178.254,Orbitel Communications,208.90.178.254,"Orbitel Communications, LLC",Digi,192.168.2.105,Private IP,WAN1,orbitel,orbitel,private,Yes,No
AZN 02,AZN 02,Primary,EB2-CableOne Cable,300.0M x 30.0M,335.00,24.117.65.74,"CABLE ONE, INC.",24.117.65.74,"Cable One, Inc.",Digi,192.168.2.194,Private IP,No Match,eb2-cableone,cable,private,No,No
AZN 03,AZN 03,Primary,Sparklight,300.0M x 30.0M,248.75,67.60.206.6,Sparklight,67.60.206.6,"Cable One, Inc.",Digi,192.168.0.151,Private IP,WAN1,sparklight,cable,private,No,No
AZN 05,AZN 05,Primary,TransWorld,500.0M x 500.0M,300.00,69.171.123.138,TransWorld,69.171.123.138,FAIRNET LLC,VZW Cell,192.168.0.151,Private IP,WAN1,transworld,fairnet,private,No,No
AZN 06,AZN 06,Primary,Sparklight,300.0M x 30.0M,224.29,159.118.232.190,Sparklight,159.118.232.190,"Cable One, Inc.",Verizon Business,166.248.7.248,Verizon,WAN1,sparklight,cable,verizon,No,No
AZP 01,AZP 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.250.126.75,Cox Business/BOI,24.250.126.75,Cox Communications,Verizon Business,166.248.10.38,Verizon,WAN1,cox,cox,verizon,Yes,No
AZP 03,AZP 03 -B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,98.190.154.148,Cox Business BOI,98.190.154.148,Cox Communications,Digi,192.168.2.125,Private IP,No Match,cox,cox,private,Yes,No
AZP 05,AZP 05,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.216.209.162,Cox Business/BOI,72.216.209.162,Cox Communications,Starlink,162.213.70.10,ZeroOutages,WAN1,cox,cox,zerooutages,Yes,No
AZP 07,AZP 07,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.186.205.106,Cox Business/BOI,184.186.205.106,Cox Communications,VZW Cell,166.248.10.41,Verizon,WAN1,cox,cox,verizon,Yes,No
AZP 08,AZP 08,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.15.185.94,Cox Business/BOI,68.15.185.94,Cox Communications,VZW Cell,192.168.0.151,Private IP,WAN1,cox,cox,private,Yes,No
AZP 09,AZP 09,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.250.98.131,Cox Business/BOI,24.250.98.131,Cox Communications,EB2-Lumen DSL,67.40.64.233,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 09,AZP 09- B,Secondary,EB2-Lumen DSL,100.0M x 10.0M,128.00,67.40.64.233,Cox Business/BOI,24.250.98.131,Cox Communications,EB2-Lumen DSL,67.40.64.233,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZP 10,AZP 10,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.174.224.236,Cox Business/BOI,98.174.224.236,Cox Communications,Digi,192.168.2.185,Private IP,WAN1,cox,cox,private,Yes,No
AZP 11,AZP 11,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.172.73.114,Cox Business/BOI,98.172.73.114,Cox Communications,Digi,192.168.2.159,Private IP,WAN1,cox,cox,private,Yes,No
AZP 13,AZP 13,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.183.11.229,Cox Business/BOI,184.183.11.229,Cox Communications,VZW Cell,192.168.2.122,Private IP,WAN1,cox,cox,private,Yes,No
AZP 14,AZP 14,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,70.175.28.153,Cox Business/BOI,70.175.28.153,Cox Communications,VZW Cell,166.253.101.116,Verizon,WAN1,cox,cox,verizon,Yes,No
AZP 16,AZP 16,Primary,Cox Business/BOI,300.0M x 30.0M,387.24,184.183.2.94,Cox Business/BOI,184.176.152.208,Cox Communications,Digi,192.168.2.106,Private IP,WAN1,cox,cox,private,Yes,No
AZP 17,AZP 17,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.248.0.187,Cox Business/BOI,24.248.0.187,Cox Communications,VZW Cell,192.168.0.151,Private IP,WAN1,cox,cox,private,Yes,No
AZP 18,AZP 18,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.181.22.14,Cox Business/BOI,184.181.22.14,Cox Communications,EB2-CenturyLink DSL,67.40.67.153,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 18,AZP 18 -B,Secondary,EB2-CenturyLink DSL,80.0M x 10.0M,128.00,67.40.67.153,Cox Business/BOI,184.181.22.14,Cox Communications,EB2-CenturyLink DSL,67.40.67.153,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZP 19,AZP 19,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.190.7.139,Cox Business/BOI,184.190.7.139,Cox Communications,Digi,192.168.2.123,Private IP,WAN1,cox,cox,private,Yes,No
AZP 20,AZP 20,Primary,Saddleback Communications,300.0M x 80.0M,618.75,208.77.60.230,Saddleback Communications,208.77.60.230,Saddleback Communications,VZW Cell,192.168.0.151,Private IP,WAN1,saddleback,saddleback,private,Yes,No
AZP 21,AZP 21,Primary,Cox Business/BOI,100.0M x 20.0M,220.22,68.14.227.137,Cox Business/BOI,98.174.240.157,Cox Communications,CenturyLink/Embarq,67.42.35.212,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 21,AZP 21,Secondary,CenturyLink/Embarq,80.0M x 10.0M,209.99,67.42.35.209,Cox Business/BOI,98.174.240.157,Cox Communications,CenturyLink/Embarq,67.42.35.212,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZP 22,AZP 22,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,70.177.10.244,Cox Business/BOI,70.177.10.244,Cox Communications,EB2-Centurylink DSL,65.103.195.225,"Ocotillo Technologies, Inc.",WAN1,cox,cox,ocotillo,Yes,No
AZP 22,AZP 22- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,65.103.195.225,Cox Business/BOI,70.177.10.244,Cox Communications,EB2-Centurylink DSL,65.103.195.225,"Ocotillo Technologies, Inc.",WAN2,centurylink,cox,ocotillo,No,No
AZP 23,AZP 23,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.172.81.76,Cox Business/BOI,72.212.131.138,Cox Communications,Digi,192.168.2.139,Private IP,WAN1,cox,cox,private,Yes,No
AZP 24,AZP 24,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.212.133.26,Cox Business/BOI,72.212.133.26,Cox Communications,EB2-Centurylink DSL,65.103.195.249,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 24,AZP 24 -B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,65.103.195.249,Cox Business/BOI,72.212.133.26,Cox Communications,EB2-Centurylink DSL,65.103.195.249,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZP 25,AZP 25,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.174.253.101,Cox Business/BOI,98.174.253.101,Cox Communications,VZW Cell,192.168.0.151,Private IP,WAN1,cox,cox,private,Yes,No
AZP 26,AZP 26,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,70.175.19.222,Cox Business/BOI,70.175.19.222,Cox Communications,EB2-Centurylink DSL,216.161.167.41,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 26,AZP 26- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,216.161.167.41,Cox Business/BOI,70.175.19.222,Cox Communications,EB2-Centurylink DSL,216.161.167.41,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZP 27,AZP 27,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.14.223.218,Cox Business/BOI,68.14.223.218,Cox Communications,CenturyLink/Qwest,65.101.24.225,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 27,AZP 27,Secondary,CenturyLink/Qwest,40.0M x 20.0M,119.99,65.101.24.225,Cox Business/BOI,68.14.223.218,Cox Communications,CenturyLink/Qwest,65.101.24.225,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZP 28,AZP 28,Primary,Cox Business/BOI,500.0M x 50.0M,342.23,98.174.246.37,Cox Business/BOI,98.174.246.37,Cox Communications,CenturyLink/Qwest,63.228.128.81,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 28,AZP 28,Secondary,CenturyLink/Qwest,140.0M x 20.0M,189.99,63.228.128.81,Cox Business/BOI,98.174.246.37,Cox Communications,CenturyLink/Qwest,63.228.128.81,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZP 29,AZP 29,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.187.210.108,Cox Business/BOI,184.187.210.108,Cox Communications,EB2-Lumen DSL,67.40.65.73,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 29,AZP 29- B,Secondary,EB2-Lumen DSL,140.0M x 20.0M,151.00,67.40.65.73,Cox Business/BOI,184.187.210.108,Cox Communications,EB2-Lumen DSL,67.40.65.73,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZP 30,AZP 30,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.215.195.100,Cox Business/BOI,72.215.195.100,Cox Communications,EB2-Centurylink DSL,216.161.167.57,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 30,AZP 30- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,216.161.167.57,Cox Business/BOI,72.215.195.100,Cox Communications,EB2-Centurylink DSL,216.161.167.57,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZP 31,AZP 31,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.250.117.149,Cox Business/BOI,24.250.117.149,Cox Communications,VZW Cell,192.168.0.151,Private IP,WAN1,cox,cox,private,Yes,No
AZP 32,AZP 32,Primary,Cox Business/BOI,200.0M x 20.0M,217.78,184.187.215.58,Cox Business/BOI,184.187.215.58,Cox Communications,VZW Cell,192.168.0.151,Private IP,WAN1,cox,cox,private,Yes,No
AZP 33,AZP 33,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.212.138.164,Cox Business/BOI,72.212.138.164,Cox Communications,VZW Cell,192.168.0.151,Private IP,WAN1,cox,cox,private,Yes,No
AZP 34,AZP 34,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,70.175.19.221,Cox Business/BOI,70.175.19.221,Cox Communications,Starlink,143.105.158.79,"SpaceX Services, Inc.",WAN1,cox,cox,spacex,Yes,No
AZP 35,AZP 35,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.188.109.66,Cox Business/BOI,184.188.109.66,Cox Communications,Verizon Business,166.248.10.35,Verizon,WAN1,cox,cox,verizon,Yes,No
AZP 36,AZP 36,Primary,Wyyerd Fiber,2000.0M x 2000.0M,750.00,NaN,Wyyerd Fiber,38.77.163.7,ZONA COMMUNICATIONS,Starlink,143.105.158.113,"SpaceX Services, Inc.",WAN1,wyyerd,zona,spacex,No,No
AZP 37,AZP 37,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.14.208.68,Cox Business/BOI,68.14.208.68,Cox Communications,CenturyLink/Qwest ,65.101.37.57,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 37,AZP 37,Secondary,CenturyLink/Qwest ,60.0M x 5.0M,189.99,65.101.37.57,Cox Business/BOI,68.14.208.68,Cox Communications,CenturyLink/Qwest ,65.101.37.57,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZP 38,AZP 38,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.190.138.162,Cox Business/BOI,98.190.138.162,Cox Communications,Digi,192.168.2.147,Private IP,WAN1,cox,cox,private,Yes,No
AZP 39,AZP 39,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.190.130.72,Cox Business/BOI,98.190.130.72,Cox Communications,Digi,192.168.2.162,Private IP,WAN1,cox,cox,private,Yes,No
AZP 42,AZP 42,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.249.183.88,Cox Business/BOI,24.249.183.88,Cox Communications,Digi,192.168.2.160,Private IP,WAN1,cox,cox,private,Yes,No
AZP 43,AZP 43,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.250.112.162,Cox Business/BOI,24.250.112.162,Cox Communications,CenturyLink ,63.226.59.241,"CenturyLink Communications, LLC",WAN1,cox,cox,centurylink,Yes,No
AZP 43,AZP 43,Secondary,CenturyLink ,80.0M x 10.0M,139.99,63.226.59.241,Cox Business/BOI,24.250.112.162,Cox Communications,CenturyLink ,63.226.59.241,"CenturyLink Communications, LLC",WAN2,centurylink,cox,centurylink,No,Yes
AZP 44,AZP 44,Secondary,CenturyLink/Embarq,100.0M x 10.0M,139.99,63.226.63.17,CenturyLink,63.226.63.17,CenturyLink,Digi,192.168.2.247,Private IP,No Match,centurylink,centurylink,private,Yes,No
AZP 45,AZP 45,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.188.208.14,Cox Business/BOI,184.188.208.14,Cox Communications,Starlink,143.105.158.77,"SpaceX Services, Inc.",WAN1,cox,cox,spacex,Yes,No
AZP 46,AZP 46,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.191.115.174,Cox Business/BOI,98.174.202.87,Cox Communications,EB2-Centurylink DSL,216.161.165.105,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 46,AZP 46- B,Secondary,EB2-Centurylink DSL,140.0M x 20.0M,151.00,216.161.165.105,Cox Business/BOI,98.174.202.87,Cox Communications,EB2-Centurylink DSL,216.161.165.105,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZP 47,AZP 47,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.250.126.108,Cox Business/BOI,24.250.126.108,Cox Communications,CenturyLink,70.56.190.49,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 48,AZP 48,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.174.240.92,Cox Business/BOI,98.174.240.92,Cox Communications,VZW Cell,192.168.0.151,Private IP,WAN1,cox,cox,private,Yes,No
AZP 49,AZP 49,Primary,CenturyLink/Qwest,12.0M x 2.0M,89.99,65.101.21.49,CenturyLink/Qwest,65.101.21.49,CenturyLink Communications,Digi,192.168.2.229,Private IP,WAN1,centurylink,centurylink,private,Yes,No
AZP 50,AZP 50,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.212.146.133,Cox Business/BOI,72.212.146.133,Cox Communications,Verizon Business,166.253.101.25,Verizon,WAN1,cox,cox,verizon,Yes,No
AZP 51,AZP 51,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,174.79.51.123,Cox Business/BOI,174.79.51.123,Cox Communications,VZW Cell,192.168.0.151,Private IP,WAN1,cox,cox,private,Yes,No
AZP 53,AZP 53,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.212.135.50,Cox Business/BOI,72.212.135.50,Cox Communications,Digi,192.168.2.220,Private IP,WAN1,cox,cox,private,Yes,No
AZP 54,AZP 54,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,174.66.126.100,Cox Business/BOI,174.66.126.100,Cox Communications,CenturyLink/Qwest,216.161.165.161,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZP 54,AZP 54,Secondary,CenturyLink/Qwest,100.0M x 10.0M,149.99,216.161.165.161,Cox Business/BOI,174.66.126.100,Cox Communications,CenturyLink/Qwest,216.161.165.161,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZP 55,AZP 55,Primary,CenturyLink Fiber Plus,500.0M x 500.0M,607.60,204.132.235.26,CenturyLink Fiber Plus,204.132.235.26,CenturyLink,Digi,192.168.2.100,Private IP,WAN1,centurylink,centurylink,private,Yes,No
AZP 57,AZP 57,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.191.119.115,Cox Business/BOI,68.10.39.14,Cox Communications,VZW Cell,100.119.151.7,Internet Assigned Numbers Authority,WAN1,cox,cox,internet,Yes,No
AZP 58,AZP 58,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.194.165.206,Cox Business/BOI,72.194.165.206,Cox Communications,Digi,192.168.2.171,Private IP,WAN1,cox,cox,private,Yes,No
AZP 59,AZP 59,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,70.175.31.234,Cox Business/BOI,70.175.31.234,Cox Communications,VZW Cell,192.168.0.151,Private IP,WAN1,cox,cox,private,Yes,No
AZP 60,AZP 60,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,74.84.70.98,Mediacom Communications Corporation,74.84.70.98,Mediacom Communications Corporation,VZW Cell,192.168.0.151,Private IP,No Match,mediacom/boi,mediacom,private,No,No
AZP 61,AZP 61,Primary,Cox Business/BOI,200.0M x 20.0M,217.78,72.194.182.2,Cox Business/BOI,72.194.182.2,Cox Communications,Digi,192.168.2.159,Private IP,WAN1,cox,cox,private,Yes,No
AZP 62,AZP 62,Primary,Cox Business/BOI ,300.0M x 30.0M,266.67,174.79.57.162,,98.163.139.45,Cox Communications,Digi,192.168.2.246,Private IP,No Match,cox,cox,private,Yes,No
AZS 01,AZS 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.190.144.243,Cox Business/BOI,98.190.144.243,Cox Communications,Digi,192.168.2.138,Private IP,WAN1,cox,cox,private,Yes,No
AZT 01,AZT 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.194.173.124,Cox Business/BOI,72.194.173.124,Cox Communications,Digi,192.168.2.206,Private IP,WAN1,cox,cox,private,Yes,No
AZT 02,AZT 02,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.98.215.100,Cox Business/BOI,68.98.215.100,Cox Communications,EB2-Centurylink DSL,65.100.99.25,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZT 02,AZT 02- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,65.100.99.25,Cox Business/BOI,68.98.215.100,Cox Communications,EB2-Centurylink DSL,65.100.99.25,CenturyLink,WAN2,centurylink,cox,centurylink,No,Yes
AZT 03,AZT 03,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.183.13.237,Cox Business/BOI,184.183.13.237,Cox Communications,VZW Cell,192.168.0.151,Private IP,WAN1,cox,cox,private,Yes,No
AZT 06,AZT 06,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.208.236.45,Comcast Workplace,50.208.236.45,Comcast,Digi,192.168.2.197,Private IP,WAN1,comcast,comcast,private,Yes,No
AZT 07,AZT 07,Primary,Cox Business,200.0M x 200.0M,435.00,72.214.214.230,Cox Business,72.214.214.230,Cox Communications,Starlink,143.105.158.129,"SpaceX Services, Inc.",WAN1,cox,cox,spacex,Yes,No
AZT 09,AZT 09,Primary,Comcast Workplace,600.0M x 35.0M,234.45,75.146.134.225,Comcast Workplace,75.146.134.225,Comcast,VZW Cell,192.168.0.151,Private IP,WAN1,comcast,comcast,private,Yes,No
AZT 10,AZT 10,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.190.145.73,Cox Business/BOI,98.190.145.73,Cox Communications,VZW Cell,192.168.0.151,Private IP,WAN1,cox,cox,private,Yes,No
AZT 11,AZT 11,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.248.113.137,Comcast Workplace,50.248.113.137,Comcast,VZW Cell,,,WAN1,comcast,comcast,,Yes,No
AZT 12,AZT 12,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.164.141.100,Cox Business/BOI,98.164.141.100,Cox Communications,Lumen Qwest,192.168.0.4,Private IP,WAN1,cox,cox,private,Yes,No
AZT 12,AZT 12,Secondary,Lumen Qwest,100.0M x 10.0M,139.99,63.227.80.161,Cox Business/BOI,98.164.141.100,Cox Communications,Lumen Qwest,192.168.0.4,Private IP,WAN2,centurylink,cox,private,No,No
AZT 13,AZT 13,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.98.221.146,Cox Business/BOI,68.98.221.146,Cox Communications,GTT/ESA2 ADSL,67.41.31.9,CenturyLink,WAN1,cox,cox,centurylink,Yes,No
AZT 13,AZT 13,Secondary,GTT/ESA2 ADSL,12.0M x 1.0M,192.56,67.41.31.9,Cox Business/BOI,68.98.221.146,Cox Communications,GTT/ESA2 ADSL,67.41.31.9,CenturyLink,WAN2,gtt/esa2,cox,centurylink,No,No
AZT 14,AZT 14,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.14.243.158,Cox Business/BOI,68.14.243.158,Cox Communications,"Login, Inc.",204.17.35.54,"Login, Inc.",WAN1,cox,cox,"login,",Yes,No
AZT 14,AZT 14 -B,Secondary,Login,100.0M x 20.0M,450.00,204.17.35.54,Cox Business/BOI,68.14.243.158,Cox Communications,"Login, Inc.",204.17.35.54,"Login, Inc.",No Match,login,cox,"login,",No,No
AZY 01,AZY 01,Primary,Spectrum,600.0M x 35.0M,172.23,74.62.234.182,Spectrum,74.62.234.182,Charter Communications,Digi,10.0.0.2,Private IP,WAN1,spectrum,spectrum,private,Yes,No
AZY 02,AZY 02,Primary,Spectrum,600.0M x 35.0M,244.45,76.79.115.26,Allo Communications,170.64.15.200,Customer Static IP Range at YUM02,Spectrum,76.79.115.26,Charter Communications,WAN2,spectrum,customer,spectrum,No,Yes
AZY 02,AZY 02- B,Secondary,Allo Communications,1000.0M x 1000.0M,264.00,170.64.15.200,Allo Communications,170.64.15.200,Customer Static IP Range at YUM02,Spectrum,76.79.115.26,Charter Communications,WAN1,allo,customer,spectrum,No,No
CAL 01,CAL 01,Primary,Spectrum,600.0M x 35.0M,172.23,76.83.31.54,Spectrum,76.83.31.54,Charter Communications,EB2-Frontier Fiber,47.180.162.176,Frontier Communications,WAN1,spectrum,spectrum,frontier,Yes,No
CAL 01,CAL 01 -B,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,245.00,47.180.162.176,Spectrum,76.83.31.54,Charter Communications,EB2-Frontier Fiber,47.180.162.176,Frontier Communications,WAN2,frontier,spectrum,frontier,No,Yes
CAL 02,CAL 02,Primary,Spectrum,600.0M x 35.0M,244.45,137.27.244.230,Spectrum,137.27.244.230,Charter Communications,Frontier MetroFiber,47.176.36.66,Frontier Communications,WAN1,spectrum,spectrum,frontier,Yes,No
CAL 02,CAL 02- B,Secondary,Frontier MetroFiber,100.0M x 100.0M,530.00,47.176.36.66,Spectrum,137.27.244.230,Charter Communications,Frontier MetroFiber,47.176.36.66,Frontier Communications,WAN2,frontier,spectrum,frontier,No,Yes
CAL 03,CAL 03,Primary,GTT Ethernet,50.0M x 10.0M,177.66,47.180.197.231,GTT Ethernet,47.180.197.231,Frontier Communications,AT&T Cell,192.168.2.124,Private IP,WAN1,gtt,frontier,private,No,No
CAL 04,CAL 04,Primary,Spectrum,600.0M x 35.0M,244.45,137.27.235.102,AT&T Broadband II,99.124.162.177,AT&T,Spectrum,137.27.235.102,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
CAL 04,CAL 04 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.124.162.177,AT&T Broadband II,99.124.162.177,AT&T,Spectrum,137.27.235.102,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
