Site Name,Circuit Purpose,Status,IP Address,Circuits Table Provider,Circuits Table Speed,Enriched Network Name,Enriched Provider,Enriched Speed,DSR Provider,DSR Speed,Has Meraki Notes,Notes Preview
COD 19,Secondary,No Service Available,NaN,NSA,,COD 19,Verizon Business,Cell,,,Yes,"WAN 1
CenturyLink
500.0M x 500.0M
WAN 2
Verizon Business..."
COD 20,Primary,Enabled,96.78.4.81,Comcast Workplace,500.0M x 30.0M,COD 20,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,500.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
COD 20,Secondary,Order Canceled,NaN,NaN,,COD 20,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
COD 21,Primary,Enabled,50.211.254.149,Comcast Workplace,500.0M x 30.0M,COD 21,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,500.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
500.0M x 30.0M
WAN 2
CenturyLink
40.0M x 5.0M..."
COD 21,Secondary,Enabled,63.229.227.41,CenturyLink/Qwest,40.0M x 5.0M,COD 21,CenturyLink,40.0M x 5.0M,CenturyLink/Qwest,40.0M x 5.0M,Yes,"WAN 1
Comcast Workplace
500.0M x 30.0M
WAN 2
CenturyLink
40.0M x 5.0M..."
COD 22,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,COD 22,"Comcast Cable Communications, LLC",,,,Yes,"WAN 1
Comcast Cable Communications, LLC
WAN 2
VZW Cell
Cell..."
COD 22,Secondary,Order Canceled,NaN,NaN,,COD 22,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Cable Communications, LLC
WAN 2
VZW Cell
Cell..."
COD 23,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,COD 23,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 35.0M
WAN 2
EB2-Lumen DSL
100.0M x 10.0M..."
COD 23,Secondary,Enabled,67.40.43.129,EB2-Lumen DSL,100.0M x 10.0M,COD 23,EB2-Lumen DSL,100.0M x 10.0M,EB2-Lumen DSL,100.0M x 10.0M,Yes,"WAN 1
Comcast
300.0M x 35.0M
WAN 2
EB2-Lumen DSL
100.0M x 10.0M..."
COD 24,Primary,Enabled,96.69.179.121,Comcast Workplace,750.0M x 35.0M,COD 24,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
250.0M x 25.0M
WAN 2
Unknown..."
COD 24,Secondary,Order Canceled,NaN,NaN,,COD 24,Unknown,,,,Yes,"WAN 1
Comcast Workplace
250.0M x 25.0M
WAN 2
Unknown..."
COD 25,Primary,Enabled,50.242.141.237,Comcast Workplace,750.0M x 35.0M,COD 25,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Centurylink DSL
140.0M x 20.0M..."
COD 25,Secondary,Enabled,67.40.41.177,EB2-Centurylink DSL,140.0M x 20.0M,COD 25,EB2-Centurylink DSL,140.0M x 20.0M,EB2-Centurylink DSL,140.0M x 20.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Centurylink DSL
140.0M x 20.0M..."
COD 26,Primary,Enabled,96.66.88.141,Comcast Workplace,750.0M x 35.0M,COD 26,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Centurylink DSL
80.0M x 10.0M..."
COD 26,Secondary,Enabled,63.229.239.225,EB2-Centurylink DSL,80.0M x 10.0M,COD 26,EB2-Centurylink DSL,80.0M x 10.0M,EB2-Centurylink DSL,80.0M x 10.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Centurylink DSL
80.0M x 10.0M..."
COD 27,Primary,Enabled,50.189.36.57,Comcast Workplace,750.0M x 35.0M,COD 27,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
- Accelerated 6335-MX..."
COD 27,Secondary,Information/Approval Needed From Sponsor,NaN,NaN,,COD 27,- Accelerated 6335-MX,,,,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
- Accelerated 6335-MX..."
COD 28,Primary,Enabled,50.194.145.129,Comcast Workplace,1200.0M x 35.0M,COD 28,Comcast Workplace,1000.0M x 35.0M,Comcast Workplace,1200.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
1000.0M x 35.0M
WAN 2
AT&T
20.0M x 20.0M..."
COD 28,Secondary,No Service Available,NaN,NSA,,COD 28,AT&T,20.0 M,,,Yes,"WAN 1
Comcast Workplace
1000.0M x 35.0M
WAN 2
AT&T
20.0M x 20.0M..."
COD 29,Primary,Enabled,173.8.235.101,Comcast Workplace,750.0M x 35.0M,COD 29,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Digi
Cell..."
COD 29,Secondary,Information/Approval Needed From Sponsor,NaN,NaN,,COD 29,Digi,Cell,,,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Digi
Cell..."
COD 30,Primary,Enabled,50.214.12.145,Comcast Workplace,300.0M x 30.0M,COD 30,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
COD 30,Secondary,No Service Available,NaN,NSA,,COD 30,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
COD 31,Primary,Enabled,192.190.112.119,MallCom Networks,300.0M x 30.0M,COD 31,MallCom Networks,300.0M x 30.0M,MallCom Networks,300.0M x 30.0M,Yes,"WAN 1
MallCom Networks
300.0M x 30.0M
WAN 2
Unknown..."
COD 31,Secondary,No Service Available,NaN,NaN,,COD 31,Unknown,,,,Yes,"WAN 1
MallCom Networks
300.0M x 30.0M
WAN 2
Unknown..."
COD 32,Primary,Enabled,96.87.43.105,Comcast Workplace,500.0M x 30.0M,COD 32,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,500.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
500.0M x 30.0M
WAN 2
CenturyLink
100.0M x 10.0M..."
COD 32,Secondary,Enabled,63.227.119.113,CenturyLink/Qwest,100.0M x 10.0M,COD 32,CenturyLink,100.0M x 10.0M,CenturyLink/Qwest,100.0M x 10.0M,Yes,"WAN 1
Comcast Workplace
500.0M x 30.0M
WAN 2
CenturyLink
100.0M x 10.0M..."
COD 34,Primary,Enabled,65.103.115.121,Lumen/Qwest,100.0M x 10.0M,COD 34,CenturyLink,100.0M x 10.0M,Lumen/Qwest,100.0M x 10.0M,Yes,"WAN 1
CenturyLink
100.0M x 10.0M
WAN 2
VZW Cell
Cell..."
COD 34,Secondary,No Service Available,NaN,NSA,,COD 34,VZW Cell,Cell,,,Yes,"WAN 1
CenturyLink
100.0M x 10.0M
WAN 2
VZW Cell
Cell..."
COD 35,Primary,Enabled,66.185.98.122,LiveWire Net,75.0M x 15.0M,COD 35,Comcast Workplace,75.0M x 15.0M,LiveWire Net,75.0M x 15.0M,Yes,"WAN 1
Comcast Workplace
500.0M x 30.0M
WAN 2
LiveWire Net
75.0M x 15.0M..."
COD 35,Secondary,Enabled,96.66.73.17,Comcast Workplace,500.0M x 30.0M,COD 35,LiveWire Net,300.0M x 30.0M,Comcast Workplace,500.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
500.0M x 30.0M
WAN 2
LiveWire Net
75.0M x 15.0M..."
COD 36,Primary,Enabled,50.189.32.85,Comcast Workplace,300.0M x 30.0M,COD 36,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
CenturyLink
50.0M x 10.0M..."
COD 36,Secondary,Order Canceled,NaN,NaN,,COD 36,CenturyLink,50.0 M,,,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
CenturyLink
50.0M x 10.0M..."
COD 37,Primary,Enabled,50.246.196.57,Comcast Workplace,300.0M x 25.0M,COD 37,Comcast Workplace,250.0M x 25.0M,Comcast Workplace,300.0M x 25.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
COD 37,Secondary,Construction In Progress,209.248.100.15,Stratus IQ,300.0M x 300.0M,COD 37,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
COD 38,Primary,Order Canceled,NaN,Comcast Workplace,250.0M x 25.0M,COD 38,CenturyLink,100.0 M,,,Yes,"WAN 1
CenturyLink
100.0M x 10.0M
WAN 2
Digi
Cell..."
COD 38,Secondary,Enabled,63.229.225.1,CenturyLink/Qwest,100.0M x 10.0M,COD 38,Digi,Cell,CenturyLink/Qwest,100.0M x 10.0M,Yes,"WAN 1
CenturyLink
100.0M x 10.0M
WAN 2
Digi
Cell..."
COD 39,Primary,Enabled,96.84.240.97,Comcast Workplace,300.0M x 30.0M,COD 39,Comcast Workplace,250.0M x 25.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
250.0M x 25.0M
WAN 2
VZW Cell
Cell..."
COD 39,Secondary,Order Canceled,NaN,NaN,,COD 39,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
250.0M x 25.0M
WAN 2
VZW Cell
Cell..."
COD 40,Primary,Enabled,71.24.134.221,Comcast Workplace,300.0M x 30.0M,COD 40,Comcast Workplace,250.0M x 25.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
250.0M x 25.0M
WAN 2
VZW Cell
Cell..."
COD 40,Secondary,No Service Available,NaN,NSA,,COD 40,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
250.0M x 25.0M
WAN 2
VZW Cell
Cell..."
COD 41,Primary,Order Canceled,NaN,Comcast Workplace,300.0M x 30.0M,COD 41,Lumen,300.0 M,,,Yes,"WAN 1
Lumen
300.0M x 300.0M
WAN 2
Verizon Business..."
COD 41,Secondary,Order Canceled,NaN,NaN,,COD 41,Verizon Business,Cell,,,Yes,"WAN 1
Lumen
300.0M x 300.0M
WAN 2
Verizon Business..."
COD 42,Primary,Enabled,23.24.156.189,Comcast Workplace,750.0M x 35.0M,COD 42,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
VZW Cell
Cell..."
COD 42,Secondary,Order Canceled,NaN,NaN,,COD 42,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
VZW Cell
Cell..."
COG 01,Primary,Enabled,69.145.255.206,Spectrum,750.0M x 35.0M,COG 01,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
EB2-Centurylink DSL
80.0M x 10.0M..."
COG 01,Secondary,Enabled,67.40.42.209,EB2-Centurylink DSL,80.0M x 10.0M,COG 01,EB2-Centurylink DSL,80.0M x 10.0M,EB2-Centurylink DSL,80.0M x 10.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
EB2-Centurylink DSL
80.0M x 10.0M..."
COG 03,Primary,Enabled,47.47.138.238,Spectrum,750.0M x 35.0M,COG 03,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 2
Unknown..."
COG 03,Secondary,No Service Available,NaN,NSA,,COG 03,Unknown,,,,Yes,"WAN 2
Unknown..."
CON 02,Primary,Enabled,50.250.132.165,Comcast Workplace,300.0M x 30.0M,CON 02,Comcast Workplace,250.0M x 25.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 2
Unknown..."
CON 02,Secondary,Construction In Progress,NaN,FORT COLLINS CONNEXION,500.0M x 500.0M,CON 02,Unknown,,,,Yes,"WAN 2
Unknown..."
CON 03,Primary,Enabled,70.89.171.149,Comcast Workplace,500.0M x 30.0M,CON 03,FORT COLLINS CONNEXION,300.0M x 30.0M,Comcast Workplace,500.0M x 30.0M,Yes,"WAN 1
FORT COLLINS CONNEXION
500.0M x 500.0M
WAN 2
Comcast Workplace
500.0M x 30.0M..."
CON 03,Secondary,Enabled,198.99.82.203,FORT COLLINS CONNEXION,500.0M x 500.0M,CON 03,Comcast Workplace,500.0M x 500.0M,FORT COLLINS CONNEXION,500.0M x 500.0M,Yes,"WAN 1
FORT COLLINS CONNEXION
500.0M x 500.0M
WAN 2
Comcast Workplace
500.0M x 30.0M..."
COP 02,Primary,Enabled,50.198.220.193,Comcast Workplace,600.0M x 35.0M,COP 02,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,600.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Unknown..."
COP 02,Secondary,Order Canceled,NaN,NaN,,COP 02,Unknown,,,,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Unknown..."
COP 03,Primary,Enabled,173.164.56.61,Comcast Workplace,750.0M x 35.0M,COP 03,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
COP 03,Secondary,Enabled,63.231.99.233,EB2-Centurylink DSL,100.0M x 10.0M,COP 03,EB2-Centurylink DSL,100.0M x 10.0M,EB2-Centurylink DSL,100.0M x 10.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
COS 01,Primary,Enabled,50.211.225.225,Comcast Workplace,750.0M x 35.0M,COS 01,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
COS 01,Secondary,No Service Available,NaN,NaN,,COS 01,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
COS 02,Primary,Enabled,96.75.127.77,Comcast Workplace,300.0M x 30.0M,COS 02,Comcast Workplace,250.0M x 25.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
250.0M x 25.0M
WAN 2
Unknown..."
COS 02,Secondary,No Service Available,NaN,NSA,100.0M x 10.0M,COS 02,Unknown,,,,Yes,"WAN 1
Comcast Workplace
250.0M x 25.0M
WAN 2
Unknown..."
COS 03,Primary,Enabled,50.211.247.101,Comcast Workplace,300.0M x 25.0M,COS 03,Comcast Workplace,250.0M x 25.0M,Comcast Workplace,300.0M x 25.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 25.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
COS 03,Secondary,Enabled,65.102.84.97,EB2-Centurylink DSL,100.0M x 10.0M,COS 03,EB2-Centurylink DSL,100.0M x 10.0M,EB2-Centurylink DSL,100.0M x 10.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 25.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
COS 04,Primary,Enabled,65.155.48.154,CenturyLink Fiber Plus,500.0M x 500.0M,COS 04,CenturyLink,500.0M x 500.0M,CenturyLink Fiber Plus,500.0M x 500.0M,Yes,"WAN 1
CenturyLink
500.0M x 500.0M
WAN 2
Digi
Cell..."
COS 04,Secondary,Customer Action Required,NaN,Comcast Workplace,500.0M x 30.0M,COS 04,Digi,Cell,,,Yes,"WAN 1
CenturyLink
500.0M x 500.0M
WAN 2
Digi
Cell..."
COS 05,Primary,Enabled,96.87.56.41,Comcast Workplace,300.0M x 25.0M,COS 05,Unite Private Networks,250.0M x 25.0M,Comcast Workplace,300.0M x 25.0M,Yes,"WAN 1
Unite Private Networks
300.0M x 300.0M
WAN 2
Comcast Workplace
300.0M x 25.0M..."
COS 05,Secondary,Enabled,104.218.131.50,Unite Private Networks,300.0M x 300.0M,COS 05,Comcast Workplace,300.0M x 300.0M,Unite Private Networks,300.0M x 300.0M,Yes,"WAN 1
Unite Private Networks
300.0M x 300.0M
WAN 2
Comcast Workplace
300.0M x 25.0M..."
COS 06,Primary,Enabled,96.93.223.105,Comcast Workplace,750.0M x 35.0M,COS 06,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 2
Digi
Cell..."
COS 06,Secondary,No Service Available,NaN,NSA,,COS 06,Digi,Cell,,,Yes,"WAN 2
Digi
Cell..."
COS 07,Primary,Enabled,50.185.12.249,Comcast Workplace,750.0M x 35.0M,COS 07,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Digi
Cell..."
COS 07,Secondary,Order Canceled,NaN,NaN,,COS 07,Digi,Cell,,,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Digi
Cell..."
COW 01,Primary,Enabled,47.47.165.38,Spectrum,1000.0M x 50.0M,COW 01,Spectrum,940.0M x 35.0M,Spectrum,1000.0M x 50.0M,Yes,"WAN 1
Spectrum
1000.0M x 50.0M
WAN 2
AT&T Enterprises, LLC..."
COW 01,Secondary,No Service Available,NaN,NSA,,COW 01,"AT&T Enterprises, LLC",,,,Yes,"WAN 1
Spectrum
1000.0M x 50.0M
WAN 2
AT&T Enterprises, LLC..."
COW 02,Primary,Enabled,209.206.74.50,Elevate Internet,1000.0M x 1000.0M,COW 02,ELEVATE,1000.0M x 1000.0M,Elevate Internet,1000.0M x 1000.0M,Yes,"WAN 1
ELEVATE
WAN 2
AT&T Enterprises, LLC..."
COW 02,Secondary,No Service Available,NaN,NSA,,COW 02,"AT&T Enterprises, LLC",,,,Yes,"WAN 1
ELEVATE
WAN 2
AT&T Enterprises, LLC..."
COX 01,Primary,Enabled,50.189.54.253,Comcast Workplace,750.0M x 35.0M,COX 01,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 2
Unknown..."
COX 01,Primary,Enabled,50.189.54.253,Comcast Workplace,750.0M x 35.0M,COX 01,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 2
Unknown..."
COX 01,Secondary,No Service Available,NaN,NSA,,COX 01,Unknown,,,,Yes,"WAN 2
Unknown..."
COX 01,Secondary,No Service Available,NaN,NSA,,COX 01,Unknown,,,,Yes,"WAN 2
Unknown..."
FLD 01,Primary,Enabled,104.12.114.233,AT&T Broadband II,1000.0M x 1000.0M,FLD 01,AT&T Broadband II,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
FLD 01,Secondary,Enabled,97.68.164.202,Spectrum,750.0M x 35.0M,FLD 01,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
FLD 02,Primary,Enabled,75.112.34.214,Spectrum,750.0M x 35.0M,FLD 02,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
FLD 02,Secondary,Customer Action Required,NaN,MetroNet,100.0M x 100.0M,FLD 02,VZW Cell,Cell,,,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
FLD 04,Primary,Enabled,67.9.119.254,Spectrum,750.0M x 35.0M,FLD 04,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLD 04,Secondary,Enabled,75.58.182.201,AT&T Broadband II,300.0M x 300.0M,FLD 04,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLF 01,Primary,Enabled,23.31.180.221,Comcast Workplace,750.0M x 35.0M,FLF 01,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
FLF 01,Secondary,Customer Action Required,NaN,Summit Broadband,400.0M x 400.0M,FLF 01,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
FLG 01,Primary,Enabled,70.171.147.187,Cox Business/BOI,300.0M x 30.0M,FLG 01,DSR Co,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
DSR Cox
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
FLG 01,Secondary,Construction In Progress,NaN,AT&T Broadband II,1000.0M x 1000.0M,FLG 01,VZW Cell,Cell,,,Yes,"WAN 1
DSR Cox
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
FLG 02,Primary,Enabled,184.180.146.204,Cox Business/BOI,300.0M x 30.0M,FLG 02,Ocala Fiber Network,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Ocala Fiber Network
300.0M x 300.0M
WAN 2
Cox Business BOI
300.0M x 30.0M..."
FLG 02,Secondary,Enabled,67.231.63.222,Ocala Fiber Network,300.0M x 300.0M,FLG 02,Cox Business/BOI,300.0M x 300.0M,Ocala Fiber Network,300.0M x 300.0M,Yes,"WAN 1
Ocala Fiber Network
300.0M x 300.0M
WAN 2
Cox Business BOI
300.0M x 30.0M..."
FLG 03,Primary,Enabled,76.250.234.25,AT&T Broadband II,1000.0M x 1000.0M,FLG 03,AT&T Broadband II,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Comcast Workplace
500.0M x 30.0M..."
FLG 03,Secondary,Enabled,96.90.0.189,Comcast Workplace,500.0M x 30.0M,FLG 03,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,500.0M x 30.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Comcast Workplace
500.0M x 30.0M..."
FLJ 01,Primary,Enabled,74.93.170.109,Comcast Workplace,750.0M x 35.0M,FLJ 01,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLJ 01,Secondary,Enabled,104.177.152.241,AT&T Broadband II,300.0M x 300.0M,FLJ 01,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLJ 02,Primary,Enabled,96.71.102.189,Comcast Workplace,300.0M x 30.0M,FLJ 02,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLJ 02,Secondary,Enabled,76.250.234.65,AT&T Broadband II,300.0M x 300.0M,FLJ 02,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLJ 03,Primary,Enabled,50.184.244.137,Comcast Workplace,300.0M x 30.0M,FLJ 03,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLJ 03,Secondary,Enabled,108.231.209.217,AT&T Broadband II,300.0M x 300.0M,FLJ 03,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLJ 05,Primary,Enabled,50.184.244.141,Comcast Workplace,300.0M x 30.0M,FLJ 05,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLJ 05,Secondary,Enabled,104.48.126.249,AT&T Broadband II,300.0M x 300.0M,FLJ 05,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLJ 06,Primary,Enabled,96.65.55.85,Comcast Workplace,750.0M x 35.0M,FLJ 06,AT&T Broadband II,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Comcast Workplace
750.0M x 35.0M..."
FLJ 06,Secondary,Enabled,76.237.130.241,AT&T Broadband II,1000.0M x 1000.0M,FLJ 06,Comcast Workplace,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Comcast Workplace
750.0M x 35.0M..."
FLJ 07,Primary,Enabled,50.215.195.161,Comcast Workplace,750.0M x 35.0M,FLJ 07,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLJ 07,Secondary,Enabled,104.189.160.121,AT&T Broadband II,300.0M x 300.0M,FLJ 07,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLJ 09,Primary,Enabled,173.8.36.41,Comcast Workplace,300.0M x 30.0M,FLJ 09,AT&T Broadband II,300.0M x 30.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
AT&T Broadband II
300.0M x 300.0M
WAN 2
Comcast Workplace
300.0M x 30.0M..."
FLJ 09,Secondary,Enabled,99.27.29.17,AT&T Broadband II,300.0M x 300.0M,FLJ 09,Comcast Workplace,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
AT&T Broadband II
300.0M x 300.0M
WAN 2
Comcast Workplace
300.0M x 30.0M..."
FLJ 10,Primary,Enabled,96.71.98.25,Comcast Workplace,750.0M x 35.0M,FLJ 10,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
FLJ 10,Secondary,Enabled,76.250.236.129,AT&T Broadband II,300.0M x 300.0M,FLJ 10,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
